Name,Author,Rating,Review
Ludlow Castle,James Ralph,5,Impressive castle and lots of hidden corridors and rooms to explore. Great if you got a dog in tow as they are welcome which is not normally the case. Visit the gift shop first if you have kids (or not) then carry your sword and shield with you as you defend the castle 😁 well worth a visit and to learn about the local history 🏴󠁧󠁢󠁥󠁮󠁧󠁿
Ludlow Castle,Paul Wirral,4,Visited while passing to visit the town centre of Ludlow. The castle is beautifully set in a gorgeous town square and although we didn't go in you can walk around the perimeter of the castle taking in its history. Well kept paths make it a nice walk. A nice place to while away an hour or so while in Ludlow
Ludlow Castle,Naomi Lear,4,Beautiful grounds that were well maintained!! My daughter loved exploring and running round on the grass inside the castle walls. Only downside was the amount of dog mess that lazy owners had left on the grass inside the castle walls. Definitely will be back again one day
Ludlow Castle,Carolanne,5,Absolutely loved my experience here. Definitely my favourite castle I've been to. Highly recommend anyone who loves castles and history to visit here. So much to see and the admission was only £8. So so beautiful
Dunure Castle,Tara Sanders,5,"Dunure Castle, Harbour and Labyrinth. It was lovely to walk amongst the Summer flowers in the labyrinth here in June, taking in some beautiful views of the coastline and the castle from afar.  We managed to park close by the castle in the early evening for free.  I was happily surprised to find the castle open for visitors (for free). There were lots of information boards...and safety notices, this wouldn't be somewhere to visit if you feel uneasy with unstable surfaces!  The walk from the coastline to the harbour was lovely, passing little beaches along the way. The area just past the harbour was an Outlander filming location.  I'd highly recommend visiting this area on a sunny day."
Dunure Castle,Sukanya Sarkar,4,"Like this place, have been here a few times. Great views of castle ruins and good for a short hike around the castle and down to the beaches. Toilet facilities available and the car parking fee is 2 pounds cash or card, however after 3 its usually free and entry and exit are unrestricted most of the time. I like the fact there is a children play park where kids can have loads of fun while adults can enjoy a bbq overlooking the cliff. The toilets are decent and well maintained. Lots of parking spaces available."
Dunure Castle,ada tarozaite,5,"What can I say.... its breath taking beautiful, airy at the night time. One of my top favorite castle ruins in Scotland. You can go up the stairs and explore castle itself. Path leading to the beach. Parking spaces available.  Toilets too. Although wasn't needing to use  so not sure if they are open 24/7. During the day I do believe there is a small fee to pay at the entrance of the car park. Good hiking place"
Dunure Castle,Shazzi Britt,5,"Out of this would, worth every penny this it was less then £2 but it's well maintain. Even picnic tables and BBQ set ups for yourself and your family.💖 Beautiful views. Lots to do. Plus walking down to the beach. But make it more magical 🥰"
Dunure Castle,country music by dode,5,"1340s old and long history A ruins, but very interesting and a fantastic photo opportunity Easy parking and an adjacent playpark/basketball court for kids Lovely little beach and harbour only a few mins walk away May have to pay to park sometimes"
The George,S B,5,"A very welcoming pub where dogs are as well treated as the customer. We visited on Sunday meaning a specific reduced Sunday menu. This wasn't an issue as we wanted a roast. There were plenty of other menu items to choose from. The food isn't cheap but you get what you pay for, fresh, locally sourced, high quality food. You get a good portion size too and the service was fast, friendly and you get a conversation. Worth every penny. Well done the George keep it up."
The George,Gustavo Dean,1,"Do not stay here. The place is filthy dirty. We stayed here on our way home to Oxford from a family holiday in Cornwall. We spent over three hundred pounds on two rooms; one for my wife and I, and another for my 80 year old mother. After my feet were literally sticking to the carpet in our room after a shower, we decided we had enough. It was 11pm. We called the manageress and explained we wanted to leave and requested a full refund. We couldn’t even open the widows for some fresh air. The corridors wreaked of ‘Febreeze’, presumably to mask the stale odour. My mother was already asleep at this point. The manageress agreed to refund the cost of our room, but refused to refund the other. Despite trying to reason with her, she wouldn’t change her mind. I am now seeking compensation through legal channels. I’ve attached some photos. As a paying customer, I expected to receive a certain level of service and unfortunately, my expectations were not met. I would like to bring to your attention the issues I faced during my stay at this tired and filthy hotel."
The George,Jaime Spicer,5,"We asked the George at Nunney to host us following my Dad's funeral yesterday, they gave us a function room at the back of the pub and told us we could stay as long as we wished, the room was ours for as long as we wanted it.  We had agreed a cold buffet with them - there was MORE than enough food and the quality and variation couldn't have been better, with plenty of sandwiches, home made cakes, cookies, chocolate brownies, scotch eggs and fantastic sausage rolls - they did a truly wonderful job.  The room was perfect for our needs and they were happy to let us put up some photos of my late father around the room.  We couldn't have been more happy with our choice - I'd like to say a public massive thank you to Tanya and her team, it made a difficult day much more bearable."
The George,Priscilla Mensah,2,I personally would never stay again. Firstly the staff members were very nice and helpful. The food wasn't great and they were flies everywhere which was extremely off putting when trying to eating. The flies were even in my room. The George needs a professional deep clean. The blinds by the window where i was eating was full of dust. The breakfast in the morning was below average and was a long wait.  The door for my room couldn't be locked from the inside so for a lone traveller please be aware as the front door to the hotel is left opened as they is no staff at night. Beautiful village and surrounding areas but the George wasn't for me.
The George,Stephen Croak,1,"What good is offering food if you stop serving? 12:45 is a reasonable time for lunch. We got a very abrupt, you can order drinks, but not food. Another younger girl was much nicer and suggested we come back later. Plenty of empty tables. A short explanation would have been nice."
Dunskey Castle,Simon Giles,4,Wonderful and inspiring building. Amazingly constructed for strength with metre plus thick walls using a variety of stone. It must have been a remarkable sight in its time. Shame about the litter left behind by visitors. Very popular on the sunny afternoon that we visited having walked over from Portpatrick.
Dunskey Castle,Alan Oswald,5,"Nice free to enter castle. You can walk from Portpatrick fairly easily. The stairs up the hill might be tough for older folks. The path leads along the top of the cliff, over a wee bridge then you get your first glimpse of the castle.  The castle itself is pretty small but worth a visit. Nice views out over the water and a nice grass area for picnics."
Dunskey Castle,Paul Bishop,5,"We visited in mid May and the short, energetic walk from Portpatrick was lined with a wonderful variety of wild flowers. The castle was unfenced at the time we visited and you can wander round the ruins and admire the cliff views. It's a health and safety nightmare so you visit at your own risk and if you have kids then only take them if you can control them!"
Dunskey Castle,DFlix,4,"Nice walk along the cliff tops. Park at Dunskey St carpark and there's steps up to the top, also two benches on the way up if you need a breather. There's also a wooden bridge with quite a drop at once side if you're scared of heights. After that it's only a 5 - 10 min walk along to the castle. Its pretty ruined but still quite a few abits can go in.  Very scenic and peaceful place."
Dunskey Castle,James,4,"Great little walk up to the castle from Portpatrick harbour. Takes about 15mins. There is on quite steep section. But after that, quite flat. The views our over the sea and coast are stunning. The castle itself is worth seeing and worth the short hike up the hill."
Kidwelly Castle / Castell Cydweli,Anthony Bourner,5,"Great castle ruins run by CADW. Reasonable prices for a visit as the money goes towards the upkeep of welsh historic monuments. There is a gift shop and toilets on site, but no refreshments kiosk. A small car park is available on site, although the is free car parking a short walk away."
Kidwelly Castle / Castell Cydweli,Laura Dufton,4,One of the busiest castles I have been too. Dog friendly on ground levels. Free car park just before and limited at the castle.
Kidwelly Castle / Castell Cydweli,Janice Lesley,5,Great castle to visit. Grandchildren loved it! Very interesting lovely views too. Could do with a tea room .
Kidwelly Castle / Castell Cydweli,High Miler,5,"Very good castle in very good state. A brilliant ruin to explore, not overly busy and fantastic for kids. Bits of information scattered around the place. There are toilets on site and a gift shop but parking at the castle is limited, you'r better off parking down the road and walking up as theres a free car park nearby."
Kidwelly Castle / Castell Cydweli,jakki waller,5,Absolutely amazing old castle has been well looked after to allow visitors to safely walk around large areas of the building and grounds. I especially loved walking around the parapet and the amazing views from up there
Urquhart Castle,Reed B,4,"After a fabulously done introduction video you walk outside and quickly realize this isn’t a castle - it’s ruins. While hopefully you realize that before you arrive due to research, it’s still a slight letdown as there isn’t a ton to see, few artifacts, etc.  That all being said, it’s a very interesting piece of history, the views are amazing and it’s worth a 90 minute stop or so.  There is ample parking, clean toilets and a well appointed gift shop and cafe.   Be prepared to take a lot of photos, but just know what you are getting into."
Urquhart Castle,Corrine Bourdon,5,"Very good. I walk there from Drumnadrochit, because the weather was really nice & I was told it was worth it & it was. The castle itself is interesting, the view of Loch Ness is superbe. They also have a 10 minute film, to tell you the history of the castle. I went to see it, & it's good & informative."
Urquhart Castle,Julie Martin,5,We had a very nice visit to the castle and the weather was wonderful. All outdoors so that made the experience even better.  The staff were amazing. We purchased the membership pass and just pre booked online a few hours ahead. We were able to get parking at the castle.
Urquhart Castle,Shannon McCluskey,5,"Stopped off here on the Jacobite 'freedom' tour. Lots to explore around the castle and amazing facts about Scottish history. Took a lot longer to walk around than originally thought, so there is a lot to look at. Incredible views of Loch Ness from here also. So interesting to see a large part of history."
Urquhart Castle,Sarah Chalmers,5,"Absolutely stunning,  not only the castle but the views as well.  We'll worth a visit.  Do pre book parking as parking is very limited!  I suggest getting a historic Scotland membership if you are going to visit more than one of their properties."
Aberdour Castle and Gardens,David Parker,5,"The oldest castle in Scotland with remnants of various expansions over the last 800 years and well worth a visit. There are good info boards explaining the history of the castle and a nicely reconstructed terraced garden.  The garden to the rear of the castle has a dovecot in it which you can go inside as well as great views of the whole rear of the castle. The painted ceiling in the east range was possibly the highlight, along with the fantastic views. Friendly, informative and helpful staff."
Aberdour Castle and Gardens,it get,5,"A small castle ruin with a large and lovely walled garden. The castle itself is relatively small, but it has a long history. One part is the ruins, and the other part can be browsed, including some living rooms and small rooms. One of the ceilings is full of paintings, which is a bit interesting. In addition to the castle, the garden area is very large, and the grass is very comfortable to walk on. I think it's a great experience to walk or have a picnic in the sun. All in all, this castle is very suitable to come when the weather is good, to feel the history of the ruins and the beauty of the garden."
Aberdour Castle and Gardens,Keri Smith,5,"Beautiful little castle to wonder around... parking is in the railway station car park and walk up past the sign for the castle and around to the entrance. There is also a sign for an old church, which I would highly recommend a visit to as it's next door. The castle has a lot of history in it and is surrounded by beautiful grounds to walk around and enjoy. Definitely recommend a visit here. Small shop with items to purchase and cold drinks and snacks."
Aberdour Castle and Gardens,Sen Sen Lin Quan,5,Amazing castle with interesting ruins and history. We went on the 29/04/23. The lady at the front desk was absolutely amazing and welcoming. Despite the weather not being the most ideal- I enjoyed very much visiting this castle and it’s clockwise stairwell. There was also an old church next door which was magnificent
Aberdour Castle and Gardens,Liz Duncan,5,"About time that I visited this beautiful  spot. The dovecote is magical. One point I want to make, I recently took out membership with National trust for Scotland but you need to be a member of Historic Scotland to gain free entry here. There is no reciprocal agreement. My mistake. It was still worth the entry fee for a taste of architecture, garden and history. St. Fillans is the local church sitting right beside the castle gardens. It's celebrating its 900th anniversary!!! Well worth going inside and having a wander through the graveyard."
Castle Cottage Tearoom,Cristina Romero,5,"A charming place! We went for coffee and ended up having a cream tea. But they had a good variety of traditional cakes. The scone was good, although we would have preferred if they had had homemade clotted cream. But we enjoyed our cream tea anyway. The staff were lovely, from first to last. Very polite and attentive. The place was like being at home but in the past. Very tasteful, taking care of every detail. The plates, the cups, the way the food is served, ... It was a bit cool to have a drink in the garden would have been a pleasure too. Totally recommendable!"
Castle Cottage Tearoom,Monika Rozwarzewska,5,"It's a beautiful and very English tearoom (as a foreigner, I love such places), just outside the castle and next to the parking. We had a cup of tea and cake, and we will definitely come back one day!"
Castle Cottage Tearoom,Alan Mayes,5,What a fantastic place. We came down to do a walk on the Pevensey Levels and round the Castle and had lunch here before we set off. I had cheese scones with chutney and cream cheese and it was amazing! My wife had Toasted Sandwich that was also great and wonderful pot of tea. Everyone there was so friendly and found out it opened as a tea room in 1874! Everything about it is perfect and the cheese scones reminded me of the ones my Grandmother used to make! We will return many times :)
Castle Cottage Tearoom,Eve Francis,5,"A wonderful tea room with great snacks and cakes and waitrise service. Cafe is a typical old fashioned tea room serving up teas and coffees in china cups and saucers. A warm welcome is always given. Staff are fantastic.   Very popular, so it is best that you reserve a table so as not to be dissapointed in finding there is no room. Lovely surroundings with the Castle behind and an opportunity in visiting Pevensey Castle."
Castle Cottage Tearoom,Denis Parker,5,Lovely little place for tea and cake. Look out for poetry crockery and also the unusual salt and pepper Pots.  It is quite tiny but on sunny days there are tables outside right under the castle walls.  Then we come to the tea and coffee which were very good but outshone by the cakes. There were even glutton and dairy free ones. Don't miss it.
The Three Tuns,Mick Halligan,5,Unfortunately my wife couldn't travel with me at last moment to the concert but decided to travel anyway as room was paid for along with train tickets. Room was large and comfortable with oak beams and uneven floorboards that added to charm. Bathroom had same style with roll top bath etc. If I ever go back to Chepstow this is the place I would stay. Perfect
The Three Tuns,ian mumford,5,"Had a really lovely stay whilst going to the races. Staff really friendly and welcoming, great lunch and breakfast. Lovely beer garden to sit out in. Great room with a roll top bath and everything you need for a comfortable stay. Would highly recommend and certainly stay again, thank you."
The Three Tuns,jacqueline fletcher,5,"Lovely atmosphere and reasonable prices. We went for a drive out and went to Tintern Abbey and Chepstow Castle, popped in for a quick refresh before heading home 🏡"
The Three Tuns,Steve Attwood,4,"Excellent choice of beers and ciders. Unfortunately the ciders are stored in the bar so at room temperature. Lots of menu choices, good atmosphere and garden seating."
The Three Tuns,Tony Loxley,5,"a wonderfull old building (expect uneven floors ect) with beautiful period rooms in a location right next to the castle a great pub with a good range of bers ales and ciders , food and a food truck in the garden just a great little pub and b an b"
Rochester Castle,Rebecca Young,5,Incredible place… well worth a visit and a wander tho do prepare for castle steps..  buy tickets as you enter and away to go..
Rochester Castle,Peter Meade,4,"This was a fascinating place to visit. Entry prices aren’t excessive and I had a concession price too. The actual rooms of the castle have gone, but there are panels to show what was there when the castle was in use. The path through the castle goes via some steep and uneven spiral staircases, so some care is needed, especially when people are going the other way. There’s a warning at the entry, it says there are 200 steps. There are some very nice views of the cathedral."
Rochester Castle,Pravin Mistry,4,"The is an open castle part of the English Heritage. A good walk going the up stairs and seeing pictures of how each floor used to look many years. You can see the square holes in the walls of where the wooden structure use to sit. The top of castle gives you the best 360 views of Rochester especially when it's sunny. It was a bit windy when we went, best to try and go on a hot day with no breeze. Still an enjoyable visit, there a live concert and funfair event on the castle grounds. Recommend!"
Rochester Castle,shibin kurian,5,"I love visiting Rochester Castle, it's a beautiful and historic place with stunning views of the river and the town. The castle grounds are well maintained and perfect for a picnic or a stroll. Me and my fiancée have spent many romantic evenings there, watching the sunset and the lights of the bridge. The castle itself is impressive and worth exploring, especially the keep with its medieval features. The staff are friendly and informative, and the admission fee for the castle is reasonable. I would highly recommend Rochester Castle to anyone who loves history, nature, or romance."
Rochester Castle,Andy Deaves,5,"A really awesome place to visit if you love castles and historic buildings.  A great place to bring children older than 7 so they can explore a real castle, then have a family picnic on castle green."
National Trust - Dinefwr,Kali Martinez,5,"This place is gorgeous! The rooms inside the house have interesting items, it's like a small archaeology exhibition because it has items that belonged to the people that used to live there. I love the gardens. We saw a group of deer in the back one! At the front of the road that leads to the entrance, they have white coos that are unique to this place! And a small fairy-town spot! This is a really lovely place. Plus, they have interactive games/activities throughout the state — they have a giant chess board in the front garden, there's a 500 piece puzzle in one of the rooms, and one of the rooms is a library that sells cheap nice books (the ""pricey"" ones cost £3)."
National Trust - Dinefwr,Barbara Willcocks,5,"Well worth the 90 minute drive from Cardiff. We were greeted by a field of white cattle. They were lovely. We looked around the house which was very interesting and a little spooky and chilly down in the basement.  Some interesting artefacts to see and read about plus films to watch. The sofa was used in Downton Abbey and was gifted to the house. The deer park was wonderful, a lovely serene walk here through huge ancient woodland.  We were lucky to see 2 deer. Eventually we walked up a long incline in a field, through a woodland to reach Dinefwr Castle with stunning views. Definitely lots of walking and other paths to take."
National Trust - Dinefwr,Mandi Dunlop Ferraro,5,"'Beyond The Borders Festival' - a friendly, family event, with a story telling theme, held in the grounds of Dinefwr over the weekend. Plenty of space to roam, stalls to visits and a full timetable of entertainment. I had a really good day. Campsite and plenty of local accommodation are an option."
National Trust - Dinefwr,anthony smith,5,"A most excellent day at Dinefwr, my first visit, but it will not be my last. Grounds, wide and natural Castle,open accessible  and stunning views over the River Valley House full of interesting history. Big shout out to volunteer Steve, you really made our day, keep up the excellent work. Will be back in the autumn"
National Trust - Dinefwr,Paul Price,5,"The house is well worth the entrance fee. Staff are knowledgeable and welcoming. The park land is especially wonderful this time of year with a carpet of bluebells in the woods. You'll also spot deer. What with the house, woodlands and castle, a full day out awaits you. One of Carmarthenshires top tourist attractions."
The Castle House Luxury Bed & Breakfast,Sue Urwin,5,"Lovely B&B in quiet cobbled street close to the castle. Room very comfortable and Nige’s welcome was very friendly. It was a great touch to be offered a complementary drink on arrival, and the use of a parking disc. Best of all was a great breakfast including a good selection of berries, seeds and nuts, and a delicious freshly cooked breakfast. The only slight issue was the slow breakfast service, as guests were allowed to choose their time slot, and it appears we all arrived at once!"
The Castle House Luxury Bed & Breakfast,Nick Hooke,5,"The name says it all.  It is a very nice B&B with lots of classy touches.  The building is old and quirky, with lots of original features.  Nigel offered us a welcome beer on arrival, much needed after our day’s walk on the C2C. He also recommended a good restaurant.  Room was nicely appointed, with a roll top bath and a separate dressing room.   Posh toiletries!  Good hearty Yorkshire breakfast to set us on our way."
The Castle House Luxury Bed & Breakfast,Michel meuret,5,"Although we didn't actually meet Nigel, he was very pleasant and helpful on the phone. We appreciated the welcome drink and the sitting room at guests' disposal"
The Castle House Luxury Bed & Breakfast,Barry Ley,5,"Loved it. Comfortable beds, very nice and well appointed rooms. The food is also great value and great quality too. The Castle House is super convenient for this charming market town and walking distance from the pubs, restaurants, gym, castle and the river.  They are pet friendly too although I believe there is a surcharge because of the potential extra cleaning that comes with most pets"
The Castle House Luxury Bed & Breakfast,Peter Nolinge,4,Superbreakfast good food and fantastic calm relaxing music. And nice that I could be let in even if I came before opening hours. Just call the owner and he help you over the phone.
Warkworth Castle,Chris Willocks,5,Excellent day out during the school holidays if you are in the area. They had live shows on by the Silly History Boys which was brilliant and got kids joining. Well priced and all day parking for £3.50. Definitely a good day out and a great place to have a picnic.
Warkworth Castle,Betty Inskip,5,"Absolutely fabulous day out. Knights tournament was amazing, full on from 11am through to 4.30 pm. The castle ruins were extremely interesting with lots of information at strategic places, to well worth a visit."
Warkworth Castle,Emma,5,"This place is fab and well worth a visit if you’re in the area. The big plus for us is that they allow dogs, and ours LOVED it. He was up and down the hills/steps, in and out all of the little rooms and ruins having a great time! There’s a surprising amount of the castle still intact for the age of it (1400’s), and there’s lots of facts dotted about and a great audio guide that makes you feel like you’re right back in the old ages. Brilliant fun!"
Warkworth Castle,Alison Heckermann,4,"We saw the castle and decided to stop. As we are English Heritage members we didn't have to pay for the car park or entry, and we had a free audio guide. Unfortunately the weather turned to rain, so we didn't spend as much time outside as we could have. We found the facts and history about the castle very interesting. There are toilets in the car park. We were able to take our dog around the site on a lead, and there are paths around the outside for exercising your dog. There is a small shop at the entrance where tickets are purchased and gifts and drinks are sold. We would recommend a visit."
Warkworth Castle,Amanda Young,5,"Had a great visit to Warkworth Castle. Dogs allowed also. We were spending a few days in the area and came across this castle by chance. Even though it is a ruin there are lots of ""rooms"" to explore. Great little souvenir shop and really helpful friendly guides. Loved the history. Pretty village. And toilets available if required.  Always helpful."
Llansteffan Castle,Alexandra Rogers,4,"Beautiful views from the castle, 360 degrees of wonderful country and sea It is a trek from parking areas (all uphill) but lovely views on the way  If going by satnav/Google maps it'll take you down a tight, single track road and halfway there's a sign saying no parking at castle! Would be better to put the sign at the front of the lane, had to reverse all the way down! Free entry Town is also lovely, would 10/10 recommend and will revisit!"
Llansteffan Castle,Si Cooper,5,Nice walk in the sun up to the castle. The view were great. I would advice walk around the castle on the way down and loop back to the most beautiful beach. Was great to take our dog!
Llansteffan Castle,Rob McConnell,5,"Once you get up to the castle, the views are amazing. Particularly like the stone spiral staircase taking you up a couple of floors!  Free entry makes this an enjoyable,  cheap day out."
Llansteffan Castle,Laura Dufton,5,"Nice castle with a little walk up a hill. Free entry. Dog friendly. Once you've been up to the castle as you are coming back down the hill you can get to the beach. There is a dog ban on the beach Infront of llansteffan but past the play area is dog friendly beach, nice and quiet too"
Llansteffan Castle,Cyril BOIREAU,5,Nice visit worth to be done. Free to visit. Not much explanations on the castle though.
King John's Castle,Julia Alex,5,"Truly a gem.. very nice interactive museum in the castle where you get really inside the Irish history. Spacious castle yard with some fun medieval games and two viewpoints (very windy on top, not wheelchair accessible). Nice gift shop with small bistro. We are definitely happy being visiting this place. To get the best view of the castle, just cross the bridge. Great attraction for kids."
King John's Castle,Jamie Oakland,4,"Visited on a Wednesday afternoon, purchased 2x €13 Adult Tickets and entered right away (no line).  We did enjoy the history exhibits, but a lot of the exhibits were closed or non-working. They also had a lot of major construction going on internally, so these aspects made the ticket prices not quite worth it for us. Didn't feel we got the true value.  Views from the castle tops were lovely."
King John's Castle,Gavin Brophy,5,"The whole family loved this place. Free car park about 2 minutes walk. Tickets are reasonably priced. Staff are very friendly. The whole place, toilets included, was spotless. Nice cafe and gift shop at the end of the tour. Really informative, interactive self-guided tour. Nice panoramic views from the top of the castle walls and towers."
King John's Castle,Adeesh Goyel,4,"Visited the Limerick King John castle during noon time on a weekday. Not crowded, tickets are easily available, you can also book online. Firstly, in my opinion please visit the place only if you want to absorb the beautiful landscape of Limerick along the Shannon River as viewed atop the castle towers. Thats wonderful scenic views. 5 stars for it. Rest of the museum brings down the rating for the improper lighting and the way things are being depicted. No person is found directing anyone or showing the way. Tourists are free to go any which way they like and then realise they need to go back as they missed something. Once you are in the center courtyard of castle, poor directions allow you to wander in which any direction. I will not be surprised if some tourist missed on some sections of the castle just because there are no proper sign boards. The technology has been used but only to be non-functional most of the places. There is a cafe at entry-cum-exit and of course a souvenir shop, Which are good."
King John's Castle,Mike Daley,5,Tea and fresh baked pastries to start. Tourist assistance guide was great she was so enthusiastic about the region and knowledgeable gave great ideas of what to see in the area. The singer and other artists were great took time to give you real history of the castle and of music. Great time. It's funny past this by everytime I was in Ireland before stop since we had an hour or so to kill spent two hours there and loved it. The smell in the lower level is the stink of a thousand years.
Portchester Castle,Julia Damtoft,5,"Fantastic!! Worth the visit, it's a gorgeous castle with lots of information about the history. Amazing views from the top of the tower!! Definitely recommend, amazing"
Portchester Castle,Pramod Nair,4,"Managed by English heritage, but there is no free parking for members. Also the place is very popular so parking can be challenging on holidays. There are two parking spaces at walking distance. The entry to the castle grounds is free and great for picnic. The entry into castle is paid and there is audio guide available at the site. There are no toilets and the one in church/tea room is only for tea room customers."
Portchester Castle,Alison Foxford,5,"Visiting family up from Cornwall. Took myself on a road trip and found this gem. The grounds are free to walk around, but it is well worth paying the entrance fee to climb the stairs to the top of the keep and look at the exhibits and interior walls. Interesting history. Nice little mobile coffee van or a tea shoppe at the church. Spent a couple of hours here. Thoroughly enjoyed it. I didn't buy tickets in advance but a small discount if you do."
Portchester Castle,Andrew Thomas,5,"Impressive ruined castle that began as a Roman Saxon Shore fort, subsequently expanded with a Norman keep, before becoming a royal palace in the 14th century. The ruins are extensive and largely accessible, with information boards and a handheld audio guide (which only worked intermittently when I visited). From the top of the keep there are excellent views over the grounds, church and across Portsmouth harbour. The keep houses exhibitions and restored wall paintings. Dogs on leads are allowed in the grounds there's wheelchair access to the grounds and lower levels of the keep. Entry charges for non-members can be found on the English Heritage website but seemed reasonable when I visited at £9.00 for adults, £8.10 for concessions. There are two paid parking lots near the castle (not free for English Heritage members), though both get busy by late morning so arrive early if you want to find a space easily. Toilet facilities are available by the larger parking lot. Inside the grounds there's a coffee van serving great refreshments."
Portchester Castle,Howard Kirrane,5,"So much history at this famous castle. Top Tip, join English Heritage and you can take up to 6 children for Free.  If you make the steps to the top of the Keep the views are absolutely amazing, Portsmouth Harbour, Isle of Wight and even The New Forest"
Carisbrooke Castle,Karen Ballantine,5,"Amazing castle! Visited as a child but had forgotten what an amazing fortress this place must have been.  Great walks around the walls and also up to the top of the round tower.  Interesting museum with lots of exhibits and information about the castle and the royal connections and protection.  The wheel on the well was fun although the donkey was adamant that he wasn’t coming out to work so the guide ended up being the donkey instead, fun and informative for all.  Beautiful garden also within the walls.  Plenty of walks through and around the castle.  Highly recommend for all the family."
Carisbrooke Castle,TT,5,Amazing place. So much to look around. Lots of History. Just make sure you go to the toilet before hand as there is only 1 toilet which is a joke.. Car park is walking distance and its pay & display (£3) unless your an English Heritage member then its Free...
Carisbrooke Castle,Pez1979,5,"This is a brilliant Castle, truly a hidden gem. The structures and walls are very well preserved, and the views from the Keep are amazing. I also loved the gift shop - quite a few unique items and not the usual fluff."
Carisbrooke Castle,emma staines,5,"Historically interesting castle right in the centre of the Isle of Wight. 360 deg views. Ancient ramparts, very interesting museum, warm coffee shop. Quite a few stone steps up to the keep and castle walls."
Carisbrooke Castle,Smurfie L,5,"I've been before, this time I came as part of a school trip. Due to high winds we could not walk the castle walls. However, this is still a fabulous place to visit a d swot up on local history. Great little garden and stunning views."
Dunstaffnage Castle and Chapel,Bekki Cochrane,4,"Lovely castle, with beautiful views. The castle is open all year round and free to historical Scotland members. Tickets for an adult is £7.50 for the castle and the chapel. Inside has been refloored and each of the three levels has small games for children (first floor snakes and ladders, third floor build a bridge challenge) The castle walls walk way has beautiful views of the woods, sea, beach and other surrounding areas. The chapel is a short walk from the castle in the woods and is a nice ruin."
Dunstaffnage Castle and Chapel,Marco Verkroost,4,"From a historical point of view, a very important castle. Take the trouble to get a ticket and have a stroll, read the info signs and learn. It has connections with Robert the Bruce and the Bonnie Prince. Nice little bonus is the chapel close by."
Dunstaffnage Castle and Chapel,Kaitlyn Henderson,5,We absolutely LOVED visiting Dunstaffnage! The games on each level were a perfect distraction for our little guy as we spent time learning. Such a great addition!
Dunstaffnage Castle and Chapel,James Sel,5,"A spectacular castle, friendly and helpful staff and great ice cream in the shop! I travelled with my bike, be aware there aren't any cycle spaces on site, check out the beach nearby!"
Dunstaffnage Castle and Chapel,James Ralph,5,"Great place for a gentle walk and commanding views even if you don’t go inside the castle it’s ideal for a walk with a dog, also visit the chapel in the woods, it’s a little rough in places so wear the right shoes 👞 nice bit of Scottish history to visit. Free car park a short distance away, trust the satnav as you have to drive through a industrial estate to reach it."
Dunstanburgh Castle,Simon Kimpton,4,"A wonderful example of castle ruins. This majestic spot is best reached via Craster a small harbour town 1.5 miles from the castle. Ample parking with usual, local rates leaves you with a wonderful coastal walk to ruins via agricultural land with mixed live stock grazing. Stunning coastal views lead you to the short climb up the hill yo the castle where you will be greeted by an English Heritage member who will either grant you access if you are a member or request a fee. We are with the national National Trust and are allowed in for free too... The castle has a small shop and toilets, other than that you are left to your own devices to explore the ruins and rear the info boards dotted around the site. A great half day tourist attraction. Craster has a couple of pubs and cafes to help ward off any hunger and thirst pains. To note, there is a beach beyond the castle with breathtaking views of the area, a long sweeping beach with plenty of sand at low tide. There is an access point for the beach with limited parking another mile or two up the coast from Craster."
Dunstanburgh Castle,Samuel Russell,4,"Very nice castle. Well preserved and kept by national trust. Entry was pricey at around £8 a person, but worth it. Nice walk to get there, and overall day out."
Dunstanburgh Castle,Mel Milner,5,"Lovely walk from Craster, about 1.3 miles each way.  Uneven walk as well.  There far more castle remains than can be seen from embleton.  Some great views from the tower once you get there.  The walk is past grazing sheep and cows and can get messy ! Don't wear your Gucci trainers !"
Dunstanburgh Castle,Keri Smith,5,"Beautiful! A walk along the sea which is lovely but long for those of us a little less fit... especially on the way back. I went on a very hot day. The castle was so fascinating, and the grounds were beautiful and wonderful to see the protected coastal area for the wild sea birds. A lot of walking around and then the long walk back definitely took a lot this day in the heat.. but if you brought a picnic and stopped along the way by the sea it would make the walk feel significantly shorter. There is a small shop with souvenirs and cold drinks at the castle. Plus eco toilets. Parking is limited closer to the entrance to the walk but there is a car pack not too much further away to park at. Definitely book your tickets if you're not members and go on a clear sunny day as it just makes the experience so much better."
Dunstanburgh Castle,J Simpson,4,"Lovely walk from Craster, if your not so fit please bear in mind there aren't any seats and there are 2 fields to cross with live stock, one had sheep the other had cows so remember dogs on leads and leave gates as you find them. The walk was litter free, beautiful views of the castle all the way"
Gylen Castle,Tashi Sherpa,4,"It's an interesting tower/fort.  You can forgot how much shorter they were back then, so watch your head!  You can go inside.  The path up is decent.  Please try to stick to the path and close the gates after you!"
Gylen Castle,Sebastiaan Duursma,4,A great castle at the end of a great hike on the isle of Kerrera. Beautifull views from and around the castle.
Gylen Castle,Kristy Turner,5,Interesting castle in a stunning location. This makes a great destination for a walk across Kerrera with far reaching view over to Mull and beyond. A good place to stop and watch the world go by before getting some refreshments at the bunkhouse tea room.
